ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Children,Total_Spending,Customer_Since,Age_Group,AcceptedAny,Cluster,PCA1,PCA2,Segment
9974,1974,Graduation,Married,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,51,1,70,4675,50-59,0,2,-1.9195442218211363,-0.533735438785112,Digital Buyers
10983,1952,Graduation,Together,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,73,0,930,4839,70+,0,3,2.7014247287689246,-0.17629175976444098,Dormant Customers
8148,1956,Master,Together,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,69,2,859,4860,60-69,0,0,1.2562721615505852,4.732325520797089,Premium Customers
10102,1966,Graduation,Widow,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,59,0,1478,4371,50-59,0,3,1.8337301105448942,-0.8699777631972264,Dormant Customers
4697,1949,Master,Divorced,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,76,0,390,4704,70+,0,0,-0.5059519351433519,1.5634939129841212,Premium Customers
9262,1984,2n Cycle,Together,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,41,0,52,4683,40-49,1,1,-2.14542910576223,-0.9412305504080274,Budget Shoppers
7254,1969,Graduation,Together,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,56,1,137,4507,50-59,0,2,-1.52054061105856,0.3092345905458708,Digital Buyers
4543,1980,Graduation,Married,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,45,0,1919,4929,40-49,1,3,2.1253118136778095,-1.245690182463093,Dormant Customers
4927,1971,Graduation,Together,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,54,2,68,4488,50-59,0,2,-2.4472374965530665,0.745513253317423,Digital Buyers
10451,1965,Graduation,Together,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,60,2,25,4797,50-59,0,1,-1.976405987750327,-1.026645511320738,Budget Shoppers
2926,1952,Master,Together,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,73,1,1374,4998,70+,1,0,1.1199466158015337,1.0000895842028905,Premium Customers
2874,1988,2n Cycle,Divorced,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,37,1,32,4802,30-39,0,1,-2.1344534855488573,-1.0141664081395507,Budget Shoppers
9738,1986,Master,Together,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,39,1,100,4855,30-39,0,1,-1.7727419672101337,-0.49289994900371903,Budget Shoppers
7119,1982,Graduation,Single,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,43,0,825,4856,40-49,0,3,0.8958417714154036,-1.9300937040420527,Dormant Customers
3924,1965,PhD,Divorced,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,60,1,916,4427,50-59,1,0,1.8066572909105256,1.909396434656977,Premium Customers
5827,1958,Graduation,Divorced,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,67,2,62,4397,60-69,0,2,-1.2497291319029884,0.4847386412893159,Digital Buyers
5596,1956,2n Cycle,Together,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,69,1,728,4583,60-69,0,3,1.4390202397513319,0.7444831976622738,Dormant Customers
10812,1978,PhD,Married,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,47,1,90,4443,40-49,0,2,-1.0821103434504815,-1.3658707859729071,Digital Buyers
1717,1988,Graduation,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,37,1,273,4400,30-39,0,1,-1.376773942124335,0.6345473320776297,Budget Shoppers
9491,1984,Graduation,Together,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,41,1,66,4507,40-49,0,2,-2.122858315416972,0.15833625141842697,Digital Buyers
9274,1961,Master,Married,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,64,0,1213,4781,60-69,1,3,2.5581103349629433,-0.6868327025669124,Dormant Customers
6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,59,0,107,4972,50-59,1,2,-2.0478083192877037,0.02147050739792043,Digital Buyers
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,78,0,1157,4439,70+,1,3,2.399836176369085,-1.3442756439593395,Dormant Customers
4440,1964,Master,Married,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,61,1,546,4615,60-69,1,0,0.6321814342877444,0.4832057838619283,Premium Customers
1379,1992,Master,Together,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,33,0,241,4751,30-39,0,1,-0.8524117422837739,-1.1133249164662489,Budget Shoppers
10032,1976,Graduation,Divorced,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,49,1,53,4485,40-49,0,2,-2.1845338716202884,0.490116690360592,Digital Buyers
2826,1967,Graduation,Married,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,58,3,37,4567,50-59,0,1,-2.0858312674416473,-0.12629863402486818,Budget Shoppers
6320,1976,Master,Single,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,49,0,1508,4831,40-49,0,3,2.353849362318196,-0.6232224894120034,Dormant Customers
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,59,2,235,4517,50-59,0,0,-0.22096351001975725,1.0170316983089733,Premium Customers
231,1956,Master,Together,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,69,2,32,4433,60-69,0,2,-1.4735954765254187,-0.4188673617862017,Digital Buyers
2392,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,53,2,102,4658,50-59,0,2,-1.516901727402991,-0.11150722850199836,Digital Buyers
9478,1985,Graduation,Single,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,40,1,401,5007,30-39,0,3,0.3742119887049592,-0.8492545905233445,Dormant Customers
113,1951,Graduation,Married,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,74,2,28,4671,70+,0,1,-1.5094744313111748,-0.493349209338585,Budget Shoppers
1802,1971,Graduation,Married,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,54,1,680,4851,50-59,0,3,1.5837471886034042,-0.3891567084046895,Dormant Customers
520,1974,Graduation,Married,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,1,30,4686,50-59,0,2,-2.109662606990722,-0.8948917272684342,Digital Buyers
8275,1965,PhD,Divorced,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,60,2,20,4463,50-59,0,1,-1.7182317102286218,-0.7680764115509213,Budget Shoppers
9750,1961,PhD,Divorced,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,64,1,1307,4830,60-69,0,0,1.2922279433258685,2.391952932597428,Premium Customers
2607,1953,Graduation,Single,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,72,1,630,4857,70+,0,0,0.24794645263069384,2.9120460693234995,Premium Customers
7214,1957,Graduation,Married,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,68,0,1283,4682,60-69,0,3,1.2267243111723254,-0.8700562358467646,Dormant Customers
5835,1976,PhD,Divorced,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,49,1,65,4685,40-49,0,1,-2.39893266231325,0.38280311669518857,Budget Shoppers
3896,1984,Graduation,Married,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,1,37,4557,40-49,0,1,-2.288398566856176,-0.9165902531985686,Budget Shoppers
10350,1950,PhD,Married,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,75,3,38,4739,70+,0,1,-0.7230250224046638,-1.1442499175899654,Budget Shoppers
7786,1986,PhD,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,39,1,160,4824,30-39,0,1,-1.9725487968944426,0.7508052546966822,Budget Shoppers
2861,1983,Graduation,Single,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,42,1,23,4762,40-49,0,2,-2.6371670475075777,-0.7878490166284201,Digital Buyers
663,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,36,0,71,4614,30-39,0,1,-1.6812211987833232,-1.6153272605858422,Budget Shoppers
10675,1956,PhD,Married,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,69,1,1161,4775,60-69,1,3,1.5535893775661445,0.7272251328392481,Dormant Customers
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,54,1,59,4858,50-59,1,1,-2.0529736066960753,-0.8091594660331474,Budget Shoppers
9592,1983,Graduation,Together,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,42,1,33,4687,40-49,0,1,-2.44622137282139,-0.17001101451415754,Budget Shoppers
10151,1960,Graduation,Divorced,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,65,2,946,4978,60-69,0,3,1.9029885860061408,-0.6335712257997171,Dormant Customers
7381,1968,Graduation,Divorced,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,57,0,1442,4893,50-59,1,3,2.419504943040991,0.3827426753194276,Dormant Customers
4099,1972,Graduation,Married,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,1,62,4917,50-59,0,1,-2.18466800992733,-0.5777171394450772,Budget Shoppers
9560,1965,Graduation,Together,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,60,0,1674,4806,50-59,1,3,2.761584499914701,-0.4058114391775658,Dormant Customers
10172,1988,Graduation,Single,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,37,0,1538,5011,30-39,0,3,2.0806872365986124,-1.1199017609155215,Dormant Customers
11191,1986,Graduation,Divorced,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,39,0,139,4527,30-39,0,1,-1.453526861607697,-0.9839694202984979,Budget Shoppers
9707,1969,PhD,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,56,1,1182,4906,50-59,1,0,0.8618505950422733,0.9343800902498195,Premium Customers
6245,1950,PhD,Together,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,75,1,507,4704,70+,0,3,0.8842581869095797,-0.45448676464224413,Dormant Customers
8234,1973,Basic,Together,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,52,1,18,4641,50-59,1,1,-2.461868057540345,-0.6171686122456991,Budget Shoppers
1411,1952,Graduation,Divorced,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,73,0,940,4554,70+,0,3,1.4280965307073854,-1.6514459075797405,Dormant Customers
8553,1965,Graduation,Married,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,60,2,42,4694,50-59,0,2,-1.4792110888287726,-0.5680259249644769,Digital Buyers
1826,1970,Graduation,Divorced,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,55,0,1190,4336,50-59,1,3,1.9847524467209783,-1.4496520533193942,Dormant Customers
8842,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,54,2,44,4874,50-59,0,1,-1.9597907884222947,0.16657390935177613,Budget Shoppers
11030,1976,Master,Married,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,49,1,16,4500,40-49,1,2,-2.0204730730383242,-1.1159407163460509,Digital Buyers
2579,1957,Graduation,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,68,1,835,4517,60-69,0,0,1.6860071129174976,0.8972876831271613,Premium Customers
175,1986,Graduation,Married,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,39,1,1443,4858,30-39,1,3,2.010585605883524,0.037313009709373825,Dormant Customers
9185,1966,PhD,Single,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,59,0,1029,4567,50-59,1,3,1.0403499359384238,-0.25596942581049187,Dormant Customers
11056,1974,Graduation,Married,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,51,0,1188,4933,50-59,0,3,2.0643653440721774,-1.4841226046101632,Dormant Customers
9365,1976,PhD,Single,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,49,1,1277,4877,40-49,0,0,1.2602850678369848,2.1682952308920336,Premium Customers
6201,1978,Graduation,Single,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,47,2,49,4535,40-49,0,1,-1.8072398122670064,-0.3511213437614964,Budget Shoppers
2061,1955,Graduation,Married,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,70,1,99,4737,60-69,1,2,-0.856474429506673,-0.6210424005385266,Digital Buyers
6184,1969,PhD,Married,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,56,0,1670,4887,50-59,0,3,2.1440457760808074,-1.4677136433485565,Dormant Customers
6142,1943,Master,Married,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,82,0,900,4636,70+,0,3,1.4414006468921479,-0.7199335800151572,Dormant Customers
4107,1948,PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,77,2,425,4587,70+,0,2,-0.22500502746291967,0.031773721465897416,Digital Buyers
7274,1957,Graduation,Married,78618.0,0,0,2012-09-28,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,68,0,2153,4962,60-69,1,3,3.224248486371204,-0.9476906625520501,Dormant Customers
9336,1969,PhD,Widow,62187.0,0,1,2014-03-22,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,56,1,636,4422,50-59,0,3,1.3020429083032754,0.4579730040042984,Dormant Customers
2958,1978,Graduation,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,47,2,57,4448,40-49,0,2,-1.4753064429959188,-0.47321102720295566,Digital Buyers
933,1978,PhD,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,47,1,25,4906,40-49,0,1,-2.4038747201134765,-0.5463769730975949,Budget Shoppers
5837,1967,Graduation,Married,51479.0,1,1,2012-12-28,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,58,2,494,4871,50-59,0,0,-0.17593507569969774,2.4505369166843933,Premium Customers
10704,1969,Graduation,Single,54803.0,0,1,2012-08-21,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,56,1,693,5000,50-59,0,3,1.0579700208217684,0.048246869552089074,Dormant Customers
5125,1960,Graduation,Married,79530.0,0,0,2013-05-17,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,65,0,1348,4731,60-69,0,3,2.6830543335388612,-0.9442736398932817,Dormant Customers
4432,1976,Graduation,Divorced,31615.0,1,0,2013-03-16,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,49,1,51,4793,40-49,0,2,-1.9434501229032533,-0.3210479197116657,Digital Buyers
5955,1962,Graduation,Together,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,63,0,1932,4912,60-69,0,3,2.361002351166361,-0.8406664553386977,Dormant Customers
2928,1975,PhD,Single,52614.0,0,1,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,50,1,990,4898,40-49,0,2,-0.0883753468272033,0.01970153464118272,Digital Buyers
5680,1984,2n Cycle,Married,35684.0,1,0,2014-04-22,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,41,1,30,4391,40-49,0,2,-1.9113458159329753,-1.181772158936879,Digital Buyers
10313,1975,Graduation,Married,48178.0,1,1,2012-10-28,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,50,2,254,4932,40-49,0,0,-1.0911153713516097,1.909991885880125,Premium Customers
2557,1970,Master,Single,29548.0,1,0,2013-08-29,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,55,1,29,4627,50-59,1,2,-1.731799302880278,-1.3774779328725424,Digital Buyers
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,59,1,1371,4918,50-59,1,0,1.3774008236545945,1.3783602350921311,Premium Customers
1519,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,53,2,73,4695,50-59,1,1,-1.7811944489705749,0.5054428356580504,Budget Shoppers
10703,1975,Master,Single,46098.0,1,1,2012-08-18,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,50,2,120,5003,40-49,0,2,-1.7332520576483457,0.722588478301626,Digital Buyers
1726,1970,Graduation,Single,22585.0,0,0,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,55,0,81,4791,50-59,1,1,-2.6374331044747086,-0.37227436747741294,Budget Shoppers
4459,1989,Graduation,Single,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,1,37,4869,30-39,0,1,-2.424989040665785,-0.8122488704326979,Budget Shoppers
1729,1961,PhD,Together,66426.0,0,1,2013-10-02,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,64,1,1377,4593,60-69,0,3,1.4461020518103402,0.06280569699857928,Dormant Customers
1517,1969,Graduation,Single,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,1,51,4703,50-59,0,2,-1.9746538338598147,-0.7797618115061768,Digital Buyers
2098,1969,PhD,Married,33581.0,2,0,2013-01-08,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,56,2,17,4860,50-59,0,1,-2.24664734883017,-0.6020940969761018,Budget Shoppers
9543,1985,Graduation,Married,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,40,1,22,4550,30-39,0,2,-2.597213172141535,-1.1211130950003492,Digital Buyers
6878,1954,Graduation,Widow,27421.0,0,0,2012-12-12,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,71,0,324,4887,70+,0,1,-0.920581447672522,0.888442631159866,Budget Shoppers
3310,1973,2n Cycle,Married,35688.0,2,1,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,52,3,211,4999,50-59,0,0,-1.5559640404146085,2.17817566960331,Premium Customers
2724,1981,Master,Single,36143.0,1,0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,44,1,19,4414,40-49,0,1,-1.6914893749839792,-1.9062185832094662,Budget Shoppers
948,1971,Graduation,Single,10245.0,1,0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,54,1,41,4733,50-59,0,1,-2.4242718685828053,-0.3509238448565587,Budget Shoppers
6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,57,1,492,4579,50-59,1,0,-0.45358075845070367,1.0707714675234248,Premium Customers
6202,1960,Graduation,Together,63381.0,0,1,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,65,1,1005,4955,60-69,0,3,2.211986636475412,0.32691110773617377,Dormant Customers
2066,1949,Graduation,Together,38823.0,0,1,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,76,1,114,4991,70+,0,2,-1.2094163071395978,-0.5282308844058617,Digital Buyers
9799,1968,PhD,Divorced,83664.0,1,1,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,57,2,1173,4740,50-59,0,3,1.9187847101084414,-0.03324292193402841,Dormant Customers
8318,1979,Graduation,Together,90300.0,0,0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,46,0,1738,4500,40-49,1,3,2.8978636774417432,-1.7281087354810125,Dormant Customers
5642,1979,Master,Together,62499.0,1,0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,46,1,222,4525,40-49,0,1,-0.08779338296982281,-0.711594147397867,Budget Shoppers
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,32,0,1127,4379,30-39,0,3,1.3824054858413668,-1.4104141048604044,Dormant Customers
455,1946,PhD,Married,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,79,0,209,4760,70+,0,2,-0.3869556089376719,-0.16991456809076874,Digital Buyers
7683,1968,Master,Married,70777.0,0,1,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,57,1,787,4447,50-59,0,3,1.9755831335633678,0.127788602591804,Dormant Customers
3428,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,34,0,1598,4589,30-39,0,3,2.0924026915840512,-1.3666523104628445,Dormant Customers
7414,1971,Graduation,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,54,2,186,4975,50-59,0,1,-1.4243277239696488,0.9100785084616817,Budget Shoppers
6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,41,1,47,4990,40-49,1,1,-2.881028816454517,-0.3690167547125673,Budget Shoppers
798,1987,Graduation,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,38,1,27,4875,30-39,0,2,-2.4063082228467136,-0.988676208640196,Digital Buyers
8213,1980,2n Cycle,Together,14515.0,1,0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,45,1,96,4920,40-49,1,2,-2.4349866368303346,0.4578645099678072,Digital Buyers
2488,1956,2n Cycle,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,69,2,64,4786,60-69,0,2,-1.5901702697563045,0.529969248136261,Digital Buyers
9999,1965,Graduation,Together,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,60,0,1040,4963,50-59,0,3,2.1324881707851624,0.3949742596577147,Dormant Customers
7617,1974,Graduation,Single,42373.0,1,1,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,51,2,163,4641,50-59,0,2,-1.045886740220427,0.5042204147264648,Digital Buyers
615,1960,Graduation,Together,30507.0,0,0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,65,0,343,4798,60-69,0,1,-1.003508968688008,0.11435475658040016,Budget Shoppers
2552,1955,PhD,Single,55521.0,1,2,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,70,3,446,4573,60-69,1,0,-0.03627895214347862,3.4011137639849007,Premium Customers
194,1965,Graduation,Married,48006.0,1,1,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,60,2,41,4343,50-59,0,2,-1.365691746013193,-0.9566758670690664,Digital Buyers
